DateKey,Date,Year,Quarter,MonthNumber,MonthName,MonthYear,Day,DayName,WeekOfYear,IsWeekend
20251114,2025-11-14,2025,Q4,11,November,Nov 2025,14,Friday,46,False
20251115,2025-11-15,2025,Q4,11,November,Nov 2025,15,Saturday,46,True
20251116,2025-11-16,2025,Q4,11,November,Nov 2025,16,Sunday,46,True
20251117,2025-11-17,2025,Q4,11,November,Nov 2025,17,Monday,47,False
20251118,2025-11-18,2025,Q4,11,November,Nov 2025,18,Tuesday,47,False
20251119,2025-11-19,2025,Q4,11,November,Nov 2025,19,Wednesday,47,False
20251120,2025-11-20,2025,Q4,11,November,Nov 2025,20,Thursday,47,False
20251121,2025-11-21,2025,Q4,11,November,Nov 2025,21,Friday,47,False
20251122,2025-11-22,2025,Q4,11,November,Nov 2025,22,Saturday,47,True
20251123,2025-11-23,2025,Q4,11,November,Nov 2025,23,Sunday,47,True
20251124,2025-11-24,2025,Q4,11,November,Nov 2025,24,Monday,48,False
20251125,2025-11-25,2025,Q4,11,November,Nov 2025,25,Tuesday,48,False
20251126,2025-11-26,2025,Q4,11,November,Nov 2025,26,Wednesday,48,False
20251127,2025-11-27,2025,Q4,11,November,Nov 2025,27,Thursday,48,False
20251128,2025-11-28,2025,Q4,11,November,Nov 2025,28,Friday,48,False
20251129,2025-11-29,2025,Q4,11,November,Nov 2025,29,Saturday,48,True
20251130,2025-11-30,2025,Q4,11,November,Nov 2025,30,Sunday,48,True
20251201,2025-12-01,2025,Q4,12,December,Dec 2025,1,Monday,49,False
20251202,2025-12-02,2025,Q4,12,December,Dec 2025,2,Tuesday,49,False
20251203,2025-12-03,2025,Q4,12,December,Dec 2025,3,Wednesday,49,False
20251204,2025-12-04,2025,Q4,12,December,Dec 2025,4,Thursday,49,False
20251205,2025-12-05,2025,Q4,12,December,Dec 2025,5,Friday,49,False
20251206,2025-12-06,2025,Q4,12,December,Dec 2025,6,Saturday,49,True
20251207,2025-12-07,2025,Q4,12,December,Dec 2025,7,Sunday,49,True
20251208,2025-12-08,2025,Q4,12,December,Dec 2025,8,Monday,50,False
20251209,2025-12-09,2025,Q4,12,December,Dec 2025,9,Tuesday,50,False
20251210,2025-12-10,2025,Q4,12,December,Dec 2025,10,Wednesday,50,False
20251211,2025-12-11,2025,Q4,12,December,Dec 2025,11,Thursday,50,False
20251212,2025-12-12,2025,Q4,12,December,Dec 2025,12,Friday,50,False
20251213,2025-12-13,2025,Q4,12,December,Dec 2025,13,Saturday,50,True
20251214,2025-12-14,2025,Q4,12,December,Dec 2025,14,Sunday,50,True
20251215,2025-12-15,2025,Q4,12,December,Dec 2025,15,Monday,51,False
20251216,2025-12-16,2025,Q4,12,December,Dec 2025,16,Tuesday,51,False
20251217,2025-12-17,2025,Q4,12,December,Dec 2025,17,Wednesday,51,False
20251218,2025-12-18,2025,Q4,12,December,Dec 2025,18,Thursday,51,False
20251219,2025-12-19,2025,Q4,12,December,Dec 2025,19,Friday,51,False
20251220,2025-12-20,2025,Q4,12,December,Dec 2025,20,Saturday,51,True
20251221,2025-12-21,2025,Q4,12,December,Dec 2025,21,Sunday,51,True
20251222,2025-12-22,2025,Q4,12,December,Dec 2025,22,Monday,52,False
20251223,2025-12-23,2025,Q4,12,December,Dec 2025,23,Tuesday,52,False
20251224,2025-12-24,2025,Q4,12,December,Dec 2025,24,Wednesday,52,False
20251225,2025-12-25,2025,Q4,12,December,Dec 2025,25,Thursday,52,False
20251226,2025-12-26,2025,Q4,12,December,Dec 2025,26,Friday,52,False
20251227,2025-12-27,2025,Q4,12,December,Dec 2025,27,Saturday,52,True
20251228,2025-12-28,2025,Q4,12,December,Dec 2025,28,Sunday,52,True
20251229,2025-12-29,2025,Q4,12,December,Dec 2025,29,Monday,1,False
20251230,2025-12-30,2025,Q4,12,December,Dec 2025,30,Tuesday,1,False
20251231,2025-12-31,2025,Q4,12,December,Dec 2025,31,Wednesday,1,False
